"_tid","v","_vp","c","fid","fuid","mime","pr","set","u"
"56681133#AgAD7WUAAmVhOUo","chinese duck","chi","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgAD7WUAAmVhOUo","duck","duc","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgAD7WUAAmVhOUo","китайская утка","кит","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgAD7WUAAmVhOUo","китайська утка","кит","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgAD7WUAAmVhOUo","утка","утк","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgAD7WUAAmVhOUo","уточка","уто","1741095783","CAACAgIAAxkDAAIlRmfHA2PSGDKOvmzrb0E05qup-mqbAALtZQACZWE5SoptmREllPbMNgQ","AgAD7WUAAmVhOUo","","","","56681133"
"56681133#AgADFgMAAqKK8Qc","баиньки спокойной но","баи","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","гаси кампутер гаси к","гас","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","""гаси компьютер пора ""","гас","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","кампутер гаси компью","кам","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","компьютер пора баинь","ком","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","ночи","ноч","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","одноклассники гаси к","одн","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","пора баиньки спокойн","пор","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADFgMAAqKK8Qc","спокойной ночи","спо","1700820320","CAACAgIAAxUAAWVdn8aZP4rLZpa34lpEc7ohZ9aUAAIWAwACoorxB-nXsogL0yWWMwQ","AgADFgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADKVkAApQkaEs","cat","cat","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","silly cat","sil","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","бляздец","бля","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","дурний кіт","дур","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","дурной кот","дур","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","кот","кот","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADKVkAApQkaEs","кіт","кіт","1726765484","CAACAgIAAxkDAAIjtWbsWZt3dV0PT6u6DNpG4khUr1oQAAIpWQAClCRoSzVg5gY9v9g1NgQ","AgADKVkAApQkaEs","","","","56681133"
"56681133#AgADAgMAAs6fBFM","done","don","1713178037","CgACAgQAAxkBAAIfYmYdBa5FgyJS_O23UNA44UverzGkAAICAwACzp8EU3Cz6Auzzw4QNAQ","AgADAgMAAs6fBFM","1","","","56681133"
"56681133#AgADAgMAAs6fBFM","here is done","her","1713178037","CgACAgQAAxkBAAIfYmYdBa5FgyJS_O23UNA44UverzGkAAICAwACzp8EU3Cz6Auzzw4QNAQ","AgADAgMAAs6fBFM","1","","","56681133"
"56681133#AgADAgMAAs6fBFM","is done","""is ""","1713178037","CgACAgQAAxkBAAIfYmYdBa5FgyJS_O23UNA44UverzGkAAICAwACzp8EU3Cz6Auzzw4QNAQ","AgADAgMAAs6fBFM","1","","","56681133"
"56681133#AgADAgMAAs6fBFM","job here is done","job","1713178037","CgACAgQAAxkBAAIfYmYdBa5FgyJS_O23UNA44UverzGkAAICAwACzp8EU3Cz6Auzzw4QNAQ","AgADAgMAAs6fBFM","1","","","56681133"
"56681133#AgADAgMAAs6fBFM","my job here is done","""my ""","1713178037","CgACAgQAAxkBAAIfYmYdBa5FgyJS_O23UNA44UverzGkAAICAwACzp8EU3Cz6Auzzw4QNAQ","AgADAgMAAs6fBFM","1","","","56681133"
"56681133#AgADsg0AAsZRxhU","hugs","hug","1700761849","CAACAgUAAxUAAWVc1FzoUGgP3LBgPRdT-IU1_ptFAAKyDQACxlHGFTCxEWkf9PPHMwQ","AgADsg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADsg0AAsZRxhU","shiba hugs","shi","1700761852","CAACAgUAAxUAAWVc1FzoUGgP3LBgPRdT-IU1_ptFAAKyDQACxlHGFTCxEWkf9PPHMwQ","AgADsg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADsg0AAsZRxhU","обнимает","обн","1700761851","CAACAgUAAxUAAWVc1FzoUGgP3LBgPRdT-IU1_ptFAAKyDQACxlHGFTCxEWkf9PPHMwQ","AgADsg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgADsg0AAsZRxhU","шиба обнимает","шиб","1700761850","CAACAgUAAxUAAWVc1FzoUGgP3LBgPRdT-IU1_ptFAAKyDQACxlHGFTCxEWkf9PPHMwQ","AgADsg0AAsZRxhU","","","Shibaban","56681133"
"56681133#AgAD9AIAAqKK8Qc","настроения","нас","1700820059","CAACAgIAAxUAAWVdn8bOTDZc7MQS6IxroU83twqSAAL0AgACoorxB61jfCDpcERvMwQ","AgAD9AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD9AIAAqKK8Qc","одноклассники хороше","одн","1700820059","CAACAgIAAxUAAWVdn8bOTDZc7MQS6IxroU83twqSAAL0AgACoorxB61jfCDpcERvMwQ","AgAD9AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD9AIAAqKK8Qc","солнченого настроени","сол","1700820059","CAACAgIAAxUAAWVdn8bOTDZc7MQS6IxroU83twqSAAL0AgACoorxB61jfCDpcERvMwQ","AgAD9AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD9AIAAqKK8Qc","""хорошего солнченого ""","хор","1700820059","CAACAgIAAxUAAWVdn8bOTDZc7MQS6IxroU83twqSAAL0AgACoorxB61jfCDpcERvMwQ","AgAD9AIAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADAQEAAur9Khc","блять верзеш","бля","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","верзеш","вер","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","несешь","нес","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","ти блять верзеш","""ти ""","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","ты несешь","""ты ""","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","что ты несешь","что","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgADAQEAAur9Khc","шо ти блять верзеш","""шо ""","1700828934","CAACAgIAAxUAAWVgh62ZXQuSUOmS7eABTl1Q11pxAAIBAQAC6v0qFw7KZhceMYXyMwQ","AgADAQEAAur9Khc","","","ukrmem_culture","56681133"
"56681133#AgAD-wADVp29Cg","duck with knife","duc","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-wADVp29Cg","knife","kni","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-wADVp29Cg","with knife","wit","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-wADVp29Cg","ножом","нож","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-wADVp29Cg","с ножом","с н","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-wADVp29Cg","утка с ножом","утк","1717082816","CAACAgIAAxkBAAIgJmZYmq48x6bs0XxhspqTJwTo6ynwAAL7AANWnb0KVg7bM9vKyeY1BA","AgAD-wADVp29Cg","","","UtyaDuck","56681133"
"56681133#AgAD-AcAAkVRkw4","доброе утро","доб","1700761853","CAACAgIAAxkDAAICmWVeBbUZAAHsFHkD7g09PIy_PmaD4wAC-AcAAkVRkw6iy8d4a8-lDzME","AgAD-AcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgAD-AcAAkVRkw4","утро","утр","1700761854","CAACAgIAAxkDAAICmWVeBbUZAAHsFHkD7g09PIy_PmaD4wAC-AcAAkVRkw6iy8d4a8-lDzME","AgAD-AcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADBAADkp8eEQ","цмок чмок","цмо","1700899546","CAACAgIAAxUAAWVhqqjHMPeZXbSzARoIs8i0Bic2AAIEAAOSnx4Rq9zuPatJxSQzBA","AgADBAADkp8eEQ","","","Catkus","56681133"
"56681133#AgADBAADkp8eEQ","чмок","чмо","1700899546","CAACAgIAAxUAAWVhqqjHMPeZXbSzARoIs8i0Bic2AAIEAAOSnx4Rq9zuPatJxSQzBA","AgADBAADkp8eEQ","","","Catkus","56681133"
"56681133#AgADDAADkp8eEQ","котик","кот","1700899582","CAACAgIAAxUAAWVhqqjb4A_C8Z_tq32AaO0qvjXoAAIMAAOSnx4Rop1zfdZv5NkzBA","AgADDAADkp8eEQ","","","Catkus","56681133"
"56681133#AgADDAADkp8eEQ","кусь котик","кус","1700899582","CAACAgIAAxUAAWVhqqjb4A_C8Z_tq32AaO0qvjXoAAIMAAOSnx4Rop1zfdZv5NkzBA","AgADDAADkp8eEQ","","","Catkus","56681133"
"56681133#AgAD1VQAAppqaUs","біса зрада ебаное","біс","1719581650","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","до біса зрада ебаное","""до ""","1719581650","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","ебаная","еба","1719581651","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","ебаное","еба","1719581651","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","зрада ебаная","зра","1719581651","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","зрада ебаное","зра","1719581651","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","зрада йобана","зра","1719581650","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","йобана","йоб","1719581651","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","к черту зрада ебаная","к ч","1719581650","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgAD1VQAAppqaUs","черту зрада ебаная","чер","1719581650","CgACAgIAAxkBAAIhV2Z-u8EM6zgyTC3n4yQHWPvyuZKTAALVVAACmmppSzhor5Ml4cjCNQQ","AgAD1VQAAppqaUs","1","","","56681133"
"56681133#AgADOgAD7NK7DA","dead inside","dea","1700769576","CAACAgQAAxkBAAIOT2VfrySFCGdcIjWZrgcsTUxGph6dAAI6AAPs0rsMMhLRHNrjCqMzBA","AgADOgAD7NK7DA","","","Schizopack","56681133"
"56681133#AgADOgAD7NK7DA","inside","ins","1700769576","CAACAgQAAxkBAAIOT2VfrySFCGdcIjWZrgcsTUxGph6dAAI6AAPs0rsMMhLRHNrjCqMzBA","AgADOgAD7NK7DA","","","Schizopack","56681133"
"56681133#AgADOgAD7NK7DA","шиза","шиз","1700769576","CAACAgQAAxkBAAIOT2VfrySFCGdcIjWZrgcsTUxGph6dAAI6AAPs0rsMMhLRHNrjCqMzBA","AgADOgAD7NK7DA","","","Schizopack","56681133"
"56681133#AgADJwgAAkVRkw4","вешаться нужно не на","веш","1700761859","CAACAgIAAxUAAWVc175GkH1cdnBDvwABw1jqhyLk8AACJwgAAkVRkw7DZES-EkSz6DME","AgADJwgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADJwgAAkVRkw4","же знал что вешаться","""же ""","1700761857","CAACAgIAAxUAAWVc175GkH1cdnBDvwABw1jqhyLk8AACJwgAAkVRkw7DZES-EkSz6DME","AgADJwgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADJwgAAkVRkw4","знал что вешаться ну","зна","1700761858","CAACAgIAAxUAAWVc175GkH1cdnBDvwABw1jqhyLk8AACJwgAAkVRkw7DZES-EkSz6DME","AgADJwgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADJwgAAkVRkw4","кто же знал что веша","кто","1700761856","CAACAgIAAxUAAWVc175GkH1cdnBDvwABw1jqhyLk8AACJwgAAkVRkw7DZES-EkSz6DME","AgADJwgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADJwgAAkVRkw4","что вешаться нужно н","что","1700761855","CAACAgIAAxUAAWVc175GkH1cdnBDvwABw1jqhyLk8AACJwgAAkVRkw7DZES-EkSz6DME","AgADJwgAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgADCAAD_wzODA","новина","нов","1700820972","CAACAgIAAxUAAWVgd8EYuxvfCnxZGFlXrezUe9kOAAIIAAP_DM4MJchN06N94oIzBA","AgADCAAD_wzODA","","","uameme","56681133"
"56681133#AgADCAAD_wzODA","сумна новина","сум","1700820972","CAACAgIAAxUAAWVgd8EYuxvfCnxZGFlXrezUe9kOAAIIAAP_DM4MJchN06N94oIzBA","AgADCAAD_wzODA","","","uameme","56681133"
"56681133#AgADCAAD_wzODA","яка сумна новина","яка","1700820972","CAACAgIAAxUAAWVgd8EYuxvfCnxZGFlXrezUe9kOAAIIAAP_DM4MJchN06N94oIzBA","AgADCAAD_wzODA","","","uameme","56681133"
"56681133#AgAD7RMAAnp-4Es","ебать ты лох","#56681133","1704656378","CAACAgIAAxUAAWWa_ZHzSyDW86aU1oLNvxqVRpXRAALtEwACen7gSzLr_OAkiaqUNAQ","AgAD7RMAAnp-4Es","","true","Donbrella","56681133"
"56681133#AgAD7RMAAnp-4Es","лох","#56681133","1704656378","CAACAgIAAxUAAWWa_ZHzSyDW86aU1oLNvxqVRpXRAALtEwACen7gSzLr_OAkiaqUNAQ","AgAD7RMAAnp-4Es","","true","Donbrella","56681133"
"56681133#AgAD7RMAAnp-4Es","никита","#56681133","1704656378","CAACAgIAAxUAAWWa_ZHzSyDW86aU1oLNvxqVRpXRAALtEwACen7gSzLr_OAkiaqUNAQ","AgAD7RMAAnp-4Es","","true","Donbrella","56681133"
"56681133#AgAD7RMAAnp-4Es","ты лох","#56681133","1704656378","CAACAgIAAxUAAWWa_ZHzSyDW86aU1oLNvxqVRpXRAALtEwACen7gSzLr_OAkiaqUNAQ","AgAD7RMAAnp-4Es","","true","Donbrella","56681133"
"56681133#AgADyzwAAqU0KUo","на часі","""на ""","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgADyzwAAqU0KUo","не на часі","""не ""","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgADyzwAAqU0KUo","нена часі","нен","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgADyzwAAqU0KUo","оляua оляюа","оля","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgADyzwAAqU0KUo","оляюа","оля","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgADyzwAAqU0KUo","часі","час","1709294558","CAACAgIAAxUAAWXhw0a3-Ji77LNQKvseIwLKkb-OAALLPAACpTQpSphiKgLwqsYSNAQ","AgADyzwAAqU0KUo","","false","olyauapl","56681133"
"56681133#AgAD2iMAAoFmGUk","давали","дав","1700816773","CAACAgIAAxUAAWVfsQKMjj5eJMpNPmBHiqV8j2HgAALaIwACgWYZST3rPleQ8rzqMwQ","AgAD2iMAAoFmGUk","","","ILoveKokomimainee","56681133"
"56681133#AgAD2iMAAoFmGUk","мужлу слова не давал","муж","1700816773","CAACAgIAAxUAAWVfsQKMjj5eJMpNPmBHiqV8j2HgAALaIwACgWYZST3rPleQ8rzqMwQ","AgAD2iMAAoFmGUk","","","ILoveKokomimainee","56681133"
"56681133#AgAD2iMAAoFmGUk","не давали","""не ""","1700816773","CAACAgIAAxUAAWVfsQKMjj5eJMpNPmBHiqV8j2HgAALaIwACgWYZST3rPleQ8rzqMwQ","AgAD2iMAAoFmGUk","","","ILoveKokomimainee","56681133"
"56681133#AgAD2iMAAoFmGUk","слова не давали","сло","1700816773","CAACAgIAAxUAAWVfsQKMjj5eJMpNPmBHiqV8j2HgAALaIwACgWYZST3rPleQ8rzqMwQ","AgAD2iMAAoFmGUk","","","ILoveKokomimainee","56681133"
"56681133#AgADQBoAAs3SaEs","харухи","хар","1700817219","CAACAgIAAxUAAWVgaGv_xT6nD1idvrmE-OV9gJtjAAJAGgACzdJoS82RrSnghtAzMwQ","AgADQBoAAs3SaEs","","","Haruhi_Suzumiya_Stickers","56681133"
"56681133#AgADXEAAArn1eEg","мавпа","мав","1706551549","CAACAgIAAxkBAAIcgGW36NuQOYXMP9gtyZKYVXnEdCXFAAJcQAACufV4SBuchfUESj9ONAQ","AgADXEAAArn1eEg","","false","monke2004","56681133"
"56681133#AgADXEAAArn1eEg","обезьяна","обе","1706551549","CAACAgIAAxkBAAIcgGW36NuQOYXMP9gtyZKYVXnEdCXFAAJcQAACufV4SBuchfUESj9ONAQ","AgADXEAAArn1eEg","","false","monke2004","56681133"
"56681133#AgADXEAAArn1eEg","пес","пес","1706551549","CAACAgIAAxkBAAIcgGW36NuQOYXMP9gtyZKYVXnEdCXFAAJcQAACufV4SBuchfUESj9ONAQ","AgADXEAAArn1eEg","","false","monke2004","56681133"
"56681133#AgADXEAAArn1eEg","пёс","пёс","1706551549","CAACAgIAAxkBAAIcgGW36NuQOYXMP9gtyZKYVXnEdCXFAAJcQAACufV4SBuchfUESj9ONAQ","AgADXEAAArn1eEg","","false","monke2004","56681133"
"56681133#AgADXEAAArn1eEg","собака","соб","1706551549","CAACAgIAAxkBAAIcgGW36NuQOYXMP9gtyZKYVXnEdCXFAAJcQAACufV4SBuchfUESj9ONAQ","AgADXEAAArn1eEg","","false","monke2004","56681133"
"56681133#AgADTgMAAqKK8Qc","встреча отменяется","вст","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","дома","дом","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","мне придется остатьс","мне","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","нет встреча отменяет","нет","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","о нет встреча отменя","о н","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","""одноклассники о нет ""","одн","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","остаться дома","ост","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","отменяется","отм","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgADTgMAAqKK8Qc","придется остаться до","при","1700820612","CAACAgIAAxkDAAIRFWVgdmp0RoAo-4bEg77BLUs9vWPuAAJOAwACoorxB-uMusKDbV3gMwQ","AgADTgMAAqKK8Qc","","","VsratyeOk","56681133"
"56681133#AgAD-QcAAkVRkw4","борщ приготовила","бор","1700763243","CAACAgIAAxkBAAIJnWVflmY5HvTMU4Yf51HINb_6vCpJAAL5BwACRVGTDmHL_nli1SBGMwQ","AgAD-QcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgAD-QcAAkVRkw4","""какое нахуй смузи я ""","как","1700762687","CAACAgIAAxkBAAIJgmVflDe4w3xasJ3fLlGWMCBC_W8UAAL5BwACRVGTDmHL_nli1SBGMwQ","AgAD-QcAAkVRkw4","","","Cutecatsmeme","56681133"
"56681133#AgAD-QcAAkVRkw4","нахуй смузи я борщ п","нах","1700762687","CAACAgIAAxkBAAIJgmVflDe4w3xasJ3fLlGWMCBC_W8UAAL5BwACRVGTDmHL_nli1SBGMwQ","AgAD-QcAAkVRkw4","","","Cutecatsmeme","56681133"
